user_id,group,vm_id,vpn_location,vpn_server,proportion
9017,recovery - porn/sex addiction,9,Denver,18,40
9018,recovery - porn/sex addiction,9,Houston,25,7
9019,recovery - porn/sex addiction,9,Las Vegas,8,8
9020,recovery - porn/sex addiction,9,Los Angeles,72,89
9021,recovery - porn/sex addiction,9,Miami,65,78
9022,recovery - porn/sex addiction,9,New Orleans,6,76
9023,recovery - porn/sex addiction,9,New York,41,32
9024,recovery - porn/sex addiction,9,Phoenix,16,82
9025,recovery - porn/sex addiction,9,San Jose,35,67
9026,recovery - porn/sex addiction,9,Seattle,13,43
9027,recovery - porn/sex addiction,9,Ashburn,2,56
9028,recovery - porn/sex addiction,9,Atlanta,77,75
9029,recovery - porn/sex addiction,9,Boston,16,17
9030,recovery - porn/sex addiction,9,Charlotte,26,57
9031,recovery - porn/sex addiction,9,Chicago,69,26
9032,recovery - porn/sex addiction,9,Cincinnati,13,72
9033,recovery - porn/sex addiction,9,Dallas,59,83
9034,recovery - porn/sex addiction,9,Denver,28,45
9035,recovery - porn/sex addiction,9,Houston,35,67
9036,recovery - porn/sex addiction,9,Las Vegas,11,50
9037,recovery - porn/sex addiction,9,Los Angeles,7,44
9038,recovery - porn/sex addiction,9,Miami,8,77
9039,recovery - porn/sex addiction,9,New Orleans,45,75
9040,recovery - porn/sex addiction,9,New York,125,0
9041,recovery - porn/sex addiction,9,Phoenix,22,37
9042,recovery - porn/sex addiction,9,San Jose,6,85
9043,recovery - porn/sex addiction,9,Seattle,11,37
9044,recovery - porn/sex addiction,9,Ashburn,120,52
9045,recovery - porn/sex addiction,9,Atlanta,43,94
9046,recovery - porn/sex addiction,9,Boston,18,52
9047,recovery - porn/sex addiction,9,Charlotte,38,17
9048,recovery - porn/sex addiction,9,Chicago,92,81
9049,recovery - porn/sex addiction,9,Cincinnati,5,28
9050,mental health - depression,9,Dallas,106,34
9051,mental health - depression,9,Denver,25,32
9052,mental health - depression,9,Houston,38,5
9053,mental health - depression,9,Las Vegas,43,89
9054,mental health - depression,9,Los Angeles,12,92
9055,mental health - depression,9,Miami,66,73
9056,mental health - depression,9,New Orleans,37,33
9057,mental health - depression,9,New York,71,37
9058,mental health - depression,9,Phoenix,17,28
9059,mental health - depression,9,San Jose,45,94
9060,mental health - depression,9,Seattle,2,19
9061,mental health - depression,9,Ashburn,93,44
9062,mental health - depression,9,Atlanta,0,98
9063,mental health - depression,9,Boston,13,41
9064,mental health - depression,9,Charlotte,2,1
9065,mental health - depression,9,Chicago,39,96
9066,mental health - depression,9,Cincinnati,4,7
9067,mental health - depression,9,Dallas,108,83
9068,mental health - depression,9,Denver,3,36
9069,mental health - depression,9,Houston,26,50
9070,mental health - depression,9,Las Vegas,20,9
9071,mental health - depression,9,Los Angeles,6,70
9072,mental health - depression,9,Miami,31,94
9073,mental health - depression,9,New Orleans,0,40
9074,mental health - depression,9,New York,77,92
9075,mental health - depression,9,Phoenix,7,84
9076,mental health - depression,9,San Jose,21,9
9077,mental health - depression,9,Seattle,26,19
9078,mental health - depression,9,Ashburn,74,24
9079,mental health - depression,9,Atlanta,47,62
9080,mental health - depression,9,Boston,37,68
9081,mental health - depression,9,Charlotte,10,5
9082,mental health - depression,9,Chicago,51,0
9083,mental health - depression,9,Cincinnati,14,92
9084,mental health - depression,9,Dallas,46,33
9085,mental health - depression,9,Denver,12,96
9086,mental health - depression,9,Houston,24,27
9087,mental health - depression,9,Las Vegas,11,8
9088,mental health - depression,9,Los Angeles,56,63
9089,mental health - depression,9,Miami,54,86
9090,mental health - depression,9,New Orleans,53,3
9091,mental health - depression,9,New York,146,11
9092,mental health - depression,9,Phoenix,25,1
9093,mental health - depression,9,San Jose,11,17
9094,mental health - depression,9,Seattle,6,75
9095,mental health - depression,9,Ashburn,11,14
9096,mental health - depression,9,Atlanta,15,28
9097,mental health - depression,9,Boston,71,62
9098,mental health - depression,9,Charlotte,30,72
9099,mental health - depression,9,Chicago,61,21
9100,mental health - depression,9,Cincinnati,13,76
9101,mental health - depression,9,Dallas,116,3
9102,mental health - depression,9,Denver,29,31
9103,mental health - depression,9,Houston,11,15
9104,mental health - depression,9,Las Vegas,38,21
9105,mental health - depression,9,Los Angeles,62,25
9106,mental health - depression,9,Miami,2,85
9107,mental health - depression,9,New Orleans,46,35
9108,mental health - depression,9,New York,107,30
9109,mental health - depression,9,Phoenix,12,69
9110,mental health - depression,9,San Jose,41,51
9111,mental health - depression,9,Seattle,11,93
9112,mental health - depression,9,Ashburn,79,28
9113,mental health - depression,9,Atlanta,73,92
9114,mental health - depression,9,Boston,16,47
9115,mental health - depression,9,Charlotte,3,56
9116,mental health - depression,9,Chicago,21,74
9117,mental health - depression,9,Cincinnati,4,49
9118,mental health - depression,9,Dallas,112,0
9119,mental health - depression,9,Denver,24,77
9120,mental health - depression,9,Houston,28,30
9121,mental health - depression,9,Las Vegas,25,30
9122,mental health - depression,9,Los Angeles,2,83
9123,mental health - depression,9,Miami,65,90
9124,mental health - depression,9,New Orleans,16,34
9125,mental health - depression,9,New York,12,33
9126,mental health - depression,9,Phoenix,13,30
9127,mental health - depression,9,San Jose,31,88
9128,mental health - depression,9,Seattle,20,11
9129,mental health - depression,9,Ashburn,46,74
9130,mental health - depression,9,Atlanta,107,53
9131,mental health - depression,9,Boston,67,12
9132,mental health - depression,9,Charlotte,4,31
9133,mental health - depression,9,Chicago,62,93
9134,mental health - depression,9,Cincinnati,1,30
9135,mental health - depression,9,Dallas,85,46
9136,mental health - depression,9,Denver,5,26
9137,mental health - depression,9,Houston,42,21
9138,mental health - depression,9,Las Vegas,2,71
9139,mental health - depression,9,Los Angeles,5,75
9140,mental health - depression,9,Miami,48,86
9141,mental health - depression,9,New Orleans,24,16
9142,mental health - depression,9,New York,129,61
9143,mental health - depression,9,Phoenix,23,28
9144,mental health - depression,9,San Jose,8,44
9145,mental health - depression,9,Seattle,8,32
9146,mental health - depression,9,Ashburn,21,33
9147,mental health - depression,9,Atlanta,106,37
9148,mental health - depression,9,Boston,22,77
9149,mental health - depression,9,Charlotte,28,36
9150,mental health - depression,9,Chicago,87,6
9151,mental health - depression,9,Cincinnati,12,57
9152,mental health - depression,9,Dallas,49,69
9153,mental health - depression,9,Denver,25,20
9154,mental health - depression,9,Houston,9,33
9155,mental health - depression,9,Las Vegas,40,19
9156,mental health - depression,9,Los Angeles,14,99
9157,mental health - depression,9,Miami,0,64
9158,mental health - depression,9,New Orleans,17,25
9159,mental health - depression,9,New York,142,2
9160,mental health - depression,9,Phoenix,13,64
9161,mental health - depression,9,San Jose,5,39
9162,mental health - depression,9,Seattle,5,18
9163,mental health - depression,9,Ashburn,89,85
9164,mental health - depression,9,Atlanta,38,10
9165,mental health - depression,9,Boston,54,22
9166,mental health - depression,9,Charlotte,20,41
9167,mental health - depression,9,Chicago,23,22
9168,mental health - depression,9,Cincinnati,6,64
9169,mental health - depression,9,Dallas,58,46
9170,mental health - depression,9,Denver,23,33
9171,mental health - depression,9,Houston,16,57
9172,mental health - depression,9,Las Vegas,20,12
9173,mental health - depression,9,Los Angeles,31,19
9174,mental health - depression,9,Miami,53,99
9175,mental health - depression,9,New Orleans,31,33
9176,mental health - depression,9,New York,36,59
9177,mental health - depression,9,Phoenix,11,47
9178,mental health - depression,9,San Jose,28,71
9179,mental health - depression,9,Seattle,0,69
9180,mental health - depression,9,Ashburn,1,90
9181,mental health - depression,9,Atlanta,61,60
9182,mental health - depression,9,Boston,53,54
9183,mental health - depression,9,Charlotte,0,50
9184,mental health - depression,9,Chicago,21,89
9185,mental health - depression,9,Cincinnati,12,83
9186,mental health - depression,9,Dallas,7,91
9187,mental health - depression,9,Denver,7,64
9188,mental health - depression,9,Houston,49,2
9189,mental health - depression,9,Las Vegas,4,99
9190,mental health - depression,9,Los Angeles,59,61
9191,mental health - depression,9,Miami,62,82
9192,mental health - depression,9,New Orleans,11,1
9193,mental health - depression,9,New York,95,69
9194,mental health - depression,9,Phoenix,14,46
9195,mental health - depression,9,San Jose,47,40
9196,mental health - depression,9,Seattle,18,22
9197,mental health - depression,9,Ashburn,109,33
9198,mental health - depression,9,Atlanta,36,77
9199,mental health - depression,9,Boston,65,69
9200,mental health - depression,9,Charlotte,14,71
9201,mental health - depression,9,Chicago,71,33
9202,mental health - depression,9,Cincinnati,19,64
9203,mental health - depression,9,Dallas,31,47
9204,mental health - depression,9,Denver,6,31
9205,mental health - depression,9,Houston,10,9
9206,mental health - depression,9,Las Vegas,0,35
9207,mental health - depression,9,Los Angeles,49,60
9208,mental health - depression,9,Miami,49,1
9209,mental health - depression,9,New Orleans,36,90
9210,mental health - depression,9,New York,7,3
9211,mental health - depression,9,Phoenix,1,81
9212,mental health - depression,9,San Jose,29,11
9213,mental health - depression,9,Seattle,22,36
9214,mental health - depression,9,Ashburn,111,59
9215,mental health - depression,9,Atlanta,20,55
9216,mental health - depression,9,Boston,55,13
9217,mental health - depression,9,Charlotte,19,15
9218,mental health - depression,9,Chicago,85,35
9219,mental health - depression,9,Cincinnati,12,39
9220,mental health - depression,9,Dallas,82,77
9221,mental health - depression,9,Denver,4,31
9222,mental health - depression,9,Houston,18,72
9223,mental health - depression,9,Las Vegas,11,74
9224,mental health - depression,9,Los Angeles,57,38
9225,mental health - depression,9,Miami,35,71
9226,mental health - depression,9,New Orleans,14,11
9227,mental health - depression,9,New York,8,78
9228,mental health - depression,9,Phoenix,34,97
9229,mental health - depression,9,San Jose,0,23
9230,mental health - depression,9,Seattle,21,93
9231,mental health - depression,9,Ashburn,105,26
9232,mental health - depression,9,Atlanta,132,42
9233,mental health - depression,9,Boston,48,97
9234,mental health - depression,9,Charlotte,3,68
9235,mental health - depression,9,Chicago,35,83
9236,mental health - depression,9,Cincinnati,14,87
9237,mental health - depression,9,Dallas,82,28
9238,mental health - depression,9,Denver,18,40
9239,mental health - depression,9,Houston,2,13
9240,mental health - depression,9,Las Vegas,28,62
9241,mental health - depression,9,Los Angeles,16,45
9242,mental health - depression,9,Miami,36,54
9243,mental health - depression,9,New Orleans,7,34
9244,mental health - depression,9,New York,17,70
9245,mental health - depression,9,Phoenix,20,39
9246,mental health - depression,9,San Jose,5,69
9247,mental health - depression,9,Seattle,2,63
9248,mental health - depression,9,Ashburn,28,56
9249,mental health - depression,9,Atlanta,65,38
9250,mental health - depression,9,Boston,55,36
9251,mental health - depression,9,Charlotte,20,38
9252,mental health - depression,9,Chicago,36,18
9253,mental health - depression,9,Cincinnati,19,41
9254,mental health - depression,9,Dallas,44,73
9255,mental health - depression,9,Denver,19,2
9256,mental health - depression,9,Houston,28,1
9257,mental health - depression,9,Las Vegas,7,51
9258,mental health - depression,9,Los Angeles,35,41
9259,mental health - depression,9,Miami,36,56
9260,mental health - depression,9,New Orleans,19,24
9261,mental health - depression,9,New York,67,63
9262,mental health - depression,9,Phoenix,15,43
9263,mental health - depression,9,San Jose,26,72
9264,mental health - depression,9,Seattle,18,32
9265,mental health - depression,9,Ashburn,85,30
9266,mental health - depression,9,Atlanta,1,16
9267,mental health - depression,9,Boston,24,17
9268,mental health - depression,9,Charlotte,14,46
9269,mental health - depression,9,Chicago,37,59
9270,mental health - depression,9,Cincinnati,17,55
9271,mental health - depression,9,Dallas,78,48
9272,mental health - depression,9,Denver,31,2
9273,mental health - depression,9,Houston,46,83
9274,mental health - depression,9,Las Vegas,13,97
9275,mental health - depression,9,Los Angeles,6,35
9276,mental health - depression,9,Miami,40,26
9277,mental health - depression,9,New Orleans,32,85
9278,mental health - depression,9,New York,45,77
9279,mental health - depression,9,Phoenix,16,28
9280,mental health - depression,9,San Jose,1,11
9281,mental health - depression,9,Seattle,25,88
9282,mental health - depression,9,Ashburn,79,51
9283,mental health - depression,9,Atlanta,15,18
9284,mental health - depression,9,Boston,22,70
9285,mental health - depression,9,Charlotte,23,12
9286,mental health - depression,9,Chicago,104,82
9287,mental health - depression,9,Cincinnati,17,19
9288,mental health - depression,9,Dallas,94,32
9289,mental health - depression,9,Denver,13,15
9290,mental health - depression,9,Houston,2,95
9291,mental health - depression,9,Las Vegas,35,70
9292,mental health - depression,9,Los Angeles,24,11
9293,mental health - depression,9,Miami,8,43
9294,mental health - depression,9,New Orleans,21,6
9295,mental health - depression,9,New York,41,37
9296,mental health - depression,9,Phoenix,32,38
9297,mental health - depression,9,San Jose,50,84
9298,mental health - depression,9,Seattle,12,87
9299,mental health - depression,9,Ashburn,56,36
9300,mental health - depression,9,Atlanta,81,61
9301,mental health - depression,9,Boston,52,80
9302,mental health - depression,9,Charlotte,29,95
9303,mental health - depression,9,Chicago,52,54
9304,mental health - depression,9,Cincinnati,3,55
9305,mental health - depression,9,Dallas,95,48
9306,mental health - depression,9,Denver,28,81
9307,mental health - depression,9,Houston,52,5
9308,mental health - depression,9,Las Vegas,6,16
9309,mental health - depression,9,Los Angeles,57,31
9310,mental health - depression,9,Miami,25,10
9311,mental health - depression,9,New Orleans,5,38
9312,mental health - depression,9,New York,121,80
9313,mental health - depression,9,Phoenix,1,66
9314,mental health - depression,9,San Jose,17,92
9315,mental health - depression,9,Seattle,7,38
9316,mental health - depression,9,Ashburn,76,86
9317,mental health - depression,9,Atlanta,9,24
9318,mental health - depression,9,Boston,75,47
9319,mental health - depression,9,Charlotte,33,35
9320,mental health - depression,9,Chicago,52,2
9321,mental health - depression,9,Cincinnati,19,59
9322,mental health - depression,9,Dallas,25,21
9323,mental health - depression,9,Denver,13,46
9324,mental health - depression,9,Houston,2,10
9325,mental health - depression,9,Las Vegas,43,88
9326,mental health - depression,9,Los Angeles,17,89
9327,mental health - depression,9,Miami,44,68
9328,mental health - depression,9,New Orleans,25,32
9329,mental health - depression,9,New York,74,41
9330,mental health - depression,9,Phoenix,9,7
9331,mental health - depression,9,San Jose,12,72
9332,mental health - depression,9,Seattle,5,27
9333,mental health - depression,9,Ashburn,6,96
9334,mental health - depression,9,Atlanta,29,56
9335,mental health - depression,9,Boston,54,85
9336,mental health - depression,9,Charlotte,27,65
9337,mental health - depression,9,Chicago,65,23
9338,mental health - depression,9,Cincinnati,7,83
9339,mental health - depression,9,Dallas,60,47
9340,mental health - depression,9,Denver,18,99
9341,mental health - depression,9,Houston,28,15
9342,mental health - depression,9,Las Vegas,7,73
9343,mental health - depression,9,Los Angeles,68,43
9344,mental health - depression,9,Miami,45,1
9345,mental health - depression,9,New Orleans,24,12
9346,mental health - depression,9,New York,79,23
9347,mental health - depression,9,Phoenix,14,20
9348,mental health - depression,9,San Jose,29,17
9349,mental health - depression,9,Seattle,6,23
9350,mental health - depression,9,Ashburn,27,97
9351,mental health - depression,9,Atlanta,87,83
9352,mental health - depression,9,Boston,78,75
9353,mental health - depression,9,Charlotte,30,59
9354,mental health - depression,9,Chicago,33,26
9355,mental health - depression,9,Cincinnati,16,35
9356,mental health - depression,9,Dallas,81,96
9357,mental health - depression,9,Denver,4,40
9358,mental health - depression,9,Houston,17,28
9359,mental health - depression,9,Las Vegas,12,20
9360,mental health - depression,9,Los Angeles,50,83
9361,mental health - depression,9,Miami,58,71
9362,mental health - depression,9,New Orleans,47,54
9363,mental health - depression,9,New York,14,90
9364,mental health - depression,9,Phoenix,32,64
9365,mental health - depression,9,San Jose,41,86
9366,mental health - depression,9,Seattle,6,60
9367,mental health - depression,9,Ashburn,70,95
9368,mental health - depression,9,Atlanta,142,52
9369,mental health - depression,9,Boston,36,89
9370,mental health - depression,9,Charlotte,28,19
9371,mental health - depression,9,Chicago,81,0
9372,mental health - depression,9,Cincinnati,18,71
9373,mental health - depression,9,Dallas,25,53
9374,mental health - depression,9,Denver,10,99
9375,mental health - depression,9,Houston,34,18
9376,mental health - depression,9,Las Vegas,34,56
9377,mental health - depression,9,Los Angeles,38,22
9378,mental health - depression,9,Miami,66,65
9379,mental health - depression,9,New Orleans,13,74
9380,mental health - depression,9,New York,34,44
9381,mental health - depression,9,Phoenix,32,86
9382,mental health - depression,9,San Jose,18,98
9383,mental health - depression,9,Seattle,22,75
9384,mental health - depression,9,Ashburn,31,90
9385,mental health - depression,9,Atlanta,124,35
9386,mental health - depression,9,Boston,80,16
9387,mental health - depression,9,Charlotte,18,62
9388,mental health - depression,9,Chicago,88,94
9389,mental health - depression,9,Cincinnati,13,83
9390,mental health - depression,9,Dallas,73,34
9391,mental health - depression,9,Denver,26,45
9392,mental health - depression,9,Houston,53,27
9393,mental health - depression,9,Las Vegas,12,83
9394,mental health - depression,9,Los Angeles,49,90
9395,mental health - depression,9,Miami,20,33
9396,mental health - depression,9,New Orleans,13,99
9397,mental health - depression,9,New York,47,59
9398,mental health - depression,9,Phoenix,13,9
9399,mental health - depression,9,San Jose,11,17
9400,mental health - depression,9,Seattle,9,56
9401,mental health - depression,9,Ashburn,118,64
9402,mental health - depression,9,Atlanta,42,68
9403,mental health - depression,9,Boston,33,36
9404,mental health - depression,9,Charlotte,7,24
9405,mental health - depression,9,Chicago,89,68
9406,mental health - depression,9,Cincinnati,18,89
9407,mental health - depression,9,Dallas,101,35
9408,mental health - depression,9,Denver,22,22
9409,mental health - depression,9,Houston,38,6
9410,mental health - depression,9,Las Vegas,7,81
9411,mental health - depression,9,Los Angeles,63,47
9412,mental health - depression,9,Miami,59,43
9413,mental health - depression,9,New Orleans,52,4
9414,mental health - depression,9,New York,42,0
9415,mental health - depression,9,Phoenix,20,48
9416,mental health - depression,9,San Jose,34,5
9417,mental health - depression,9,Seattle,27,93
9418,mental health - depression,9,Ashburn,49,85
9419,mental health - depression,9,Atlanta,58,72
9420,mental health - depression,9,Boston,48,35
9421,mental health - depression,9,Charlotte,19,62
9422,mental health - depression,9,Chicago,40,91
9423,mental health - depression,9,Cincinnati,0,97
9424,mental health - depression,9,Dallas,49,55
9425,mental health - depression,9,Denver,32,96
9426,mental health - depression,9,Houston,33,9
9427,mental health - depression,9,Las Vegas,36,82
9428,mental health - depression,9,Los Angeles,82,74
9429,mental health - depression,9,Miami,52,7
9430,mental health - depression,9,New Orleans,17,68
9431,mental health - depression,9,New York,94,56
9432,mental health - depression,9,Phoenix,1,53
9433,mental health - depression,9,San Jose,25,38
9434,mental health - depression,9,Seattle,11,63
9435,mental health - depression,9,Ashburn,17,21
9436,mental health - depression,9,Atlanta,125,95
9437,mental health - depression,9,Boston,25,99
9438,mental health - depression,9,Charlotte,13,92
9439,mental health - depression,9,Chicago,64,87
9440,mental health - depression,9,Cincinnati,5,36
9441,mental health - depression,9,Dallas,39,89
9442,mental health - depression,9,Denver,12,1
9443,mental health - depression,9,Houston,28,74
9444,mental health - depression,9,Las Vegas,11,68
9445,mental health - depression,9,Los Angeles,49,72
9446,mental health - depression,9,Miami,7,1
9447,mental health - depression,9,New Orleans,7,71
9448,mental health - depression,9,New York,11,69
9449,mental health - depression,9,Phoenix,17,17
9450,mental health - depression,9,San Jose,42,30
9451,mental health - depression,9,Seattle,22,6
9452,mental health - depression,9,Ashburn,22,56
9453,mental health - depression,9,Atlanta,54,72
9454,mental health - depression,9,Boston,49,79
9455,mental health - depression,9,Charlotte,2,38
9456,mental health - depression,9,Chicago,1,82
9457,mental health - depression,9,Cincinnati,5,18
9458,mental health - depression,9,Dallas,56,25
9459,mental health - depression,9,Denver,25,72
9460,mental health - depression,9,Houston,9,79
9461,mental health - depression,9,Las Vegas,34,71
9462,mental health - depression,9,Los Angeles,72,32
9463,mental health - depression,9,Miami,23,68
9464,mental health - depression,9,New Orleans,16,27
9465,mental health - depression,9,New York,136,24
9466,mental health - depression,9,Phoenix,21,85
9467,mental health - depression,9,San Jose,38,10
9468,mental health - depression,9,Seattle,11,47
9469,mental health - depression,9,Ashburn,77,56
9470,mental health - depression,9,Atlanta,131,25
9471,mental health - depression,9,Boston,56,15
9472,mental health - depression,9,Charlotte,30,72
9473,mental health - depression,9,Chicago,47,44
9474,mental health - depression,9,Cincinnati,11,69
9475,mental health - depression,9,Dallas,75,57
9476,mental health - depression,9,Denver,2,9
9477,mental health - depression,9,Houston,39,57
9478,mental health - depression,9,Las Vegas,21,56
9479,mental health - depression,9,Los Angeles,46,88
9480,mental health - depression,9,Miami,17,91
9481,mental health - depression,9,New Orleans,3,99
9482,mental health - depression,9,New York,41,7
9483,mental health - depression,9,Phoenix,3,54
9484,mental health - depression,9,San Jose,27,44
9485,mental health - depression,9,Seattle,2,25
9486,mental health - depression,9,Ashburn,4,12
9487,mental health - depression,9,Atlanta,105,69
9488,mental health - depression,9,Boston,46,99
9489,mental health - depression,9,Charlotte,24,19
9490,mental health - depression,9,Chicago,66,55
9491,mental health - depression,9,Cincinnati,15,69
9492,mental health - depression,9,Dallas,23,33
9493,mental health - depression,9,Denver,13,37
9494,mental health - depression,9,Houston,33,99
9495,mental health - depression,9,Las Vegas,14,42
9496,mental health - depression,9,Los Angeles,35,86
9497,mental health - depression,9,Miami,34,88
9498,mental health - depression,9,New Orleans,26,67
9499,mental health - depression,9,New York,55,93
9500,mental health - depression,9,Phoenix,17,6
9501,mental health - depression,9,San Jose,46,56
9502,mental health - depression,9,Seattle,18,4
9503,mental health - depression,9,Ashburn,110,90
9504,mental health - depression,9,Atlanta,50,94
9505,mental health - depression,9,Boston,41,33
9506,mental health - depression,9,Charlotte,11,69
9507,mental health - depression,9,Chicago,28,93
9508,mental health - depression,9,Cincinnati,4,89
9509,mental health - depression,9,Dallas,91,11
9510,mental health - depression,9,Denver,12,79
9511,mental health - depression,9,Houston,18,36
9512,mental health - depression,9,Las Vegas,31,81
9513,mental health - depression,9,Los Angeles,39,62
9514,mental health - depression,9,Miami,33,91
9515,mental health - depression,9,New Orleans,18,82
9516,mental health - depression,9,New York,37,31
9517,mental health - depression,9,Phoenix,4,38
9518,mental health - depression,9,San Jose,0,0
9519,mental health - depression,9,Seattle,8,80
9520,mental health - depression,9,Ashburn,47,45
9521,mental health - depression,9,Atlanta,44,48
9522,mental health - depression,9,Boston,32,20
9523,mental health - depression,9,Charlotte,35,51
9524,mental health - depression,9,Chicago,47,82
9525,mental health - depression,9,Cincinnati,18,66
9526,mental health - depression,9,Dallas,63,53
9527,mental health - depression,9,Denver,10,26
9528,mental health - depression,9,Houston,14,70
9529,mental health - depression,9,Las Vegas,40,4
9530,mental health - depression,9,Los Angeles,57,82
9531,mental health - depression,9,Miami,12,22
9532,mental health - depression,9,New Orleans,53,27
9533,mental health - depression,9,New York,5,63
9534,mental health - depression,9,Phoenix,6,69
9535,mental health - depression,9,San Jose,53,4
9536,mental health - depression,9,Seattle,22,55
9537,mental health - depression,9,Ashburn,72,9
9538,mental health - depression,9,Atlanta,15,2
9539,mental health - depression,9,Boston,17,26
9540,mental health - depression,9,Charlotte,29,0
9541,mental health - depression,9,Chicago,75,20
9542,mental health - depression,9,Cincinnati,17,40
9543,mental health - depression,9,Dallas,74,44
9544,mental health - depression,9,Denver,5,78
9545,mental health - depression,9,Houston,46,75
9546,mental health - depression,9,Las Vegas,17,44
9547,mental health - depression,9,Los Angeles,70,67
9548,mental health - depression,9,Miami,16,30
9549,mental health - depression,9,New Orleans,4,65
9550,mental health - suicide,10,New York,106,80
9551,mental health - suicide,10,Phoenix,17,8
9552,mental health - suicide,10,San Jose,48,38
9553,mental health - suicide,10,Seattle,29,11
9554,mental health - suicide,10,Ashburn,22,31
9555,mental health - suicide,10,Atlanta,123,32
9556,mental health - suicide,10,Boston,51,31
9557,mental health - suicide,10,Charlotte,23,34
9558,mental health - suicide,10,Chicago,70,86
9559,mental health - suicide,10,Cincinnati,20,65
9560,mental health - suicide,10,Dallas,52,28
9561,mental health - suicide,10,Denver,7,14
9562,mental health - suicide,10,Houston,17,92
9563,mental health - suicide,10,Las Vegas,27,79
9564,mental health - suicide,10,Los Angeles,0,20
9565,mental health - suicide,10,Miami,42,10
9566,mental health - suicide,10,New Orleans,45,45
9567,mental health - suicide,10,New York,36,76
9568,mental health - suicide,10,Phoenix,30,84
9569,mental health - suicide,10,San Jose,32,31
9570,mental health - suicide,10,Seattle,16,82
9571,mental health - suicide,10,Ashburn,17,54
9572,mental health - suicide,10,Atlanta,112,13
9573,mental health - suicide,10,Boston,74,45
9574,mental health - suicide,10,Charlotte,19,25
9575,mental health - suicide,10,Chicago,55,57
9576,mental health - suicide,10,Cincinnati,6,99
9577,mental health - suicide,10,Dallas,93,30
9578,mental health - suicide,10,Denver,7,98
9579,mental health - suicide,10,Houston,48,19
9580,mental health - suicide,10,Las Vegas,0,55
9581,mental health - suicide,10,Los Angeles,64,1
9582,mental health - suicide,10,Miami,24,47
9583,mental health - suicide,10,New Orleans,51,8
9584,mental health - suicide,10,New York,82,74
9585,mental health - suicide,10,Phoenix,19,23
9586,mental health - suicide,10,San Jose,28,56
9587,mental health - suicide,10,Seattle,9,65
9588,mental health - suicide,10,Ashburn,24,94
9589,mental health - suicide,10,Atlanta,132,6
9590,mental health - suicide,10,Boston,53,57
9591,mental health - suicide,10,Charlotte,8,2
9592,mental health - suicide,10,Chicago,125,23
9593,mental health - suicide,10,Cincinnati,14,34
9594,mental health - suicide,10,Dallas,115,78
9595,mental health - suicide,10,Denver,17,45
9596,mental health - suicide,10,Houston,16,49
9597,mental health - suicide,10,Las Vegas,15,91
9598,mental health - suicide,10,Los Angeles,24,27
9599,mental health - suicide,10,Miami,54,80
9600,mental health - suicide,10,New Orleans,18,67
9601,mental health - suicide,10,New York,99,81
9602,mental health - suicide,10,Phoenix,13,6
9603,mental health - suicide,10,San Jose,6,95
9604,mental health - suicide,10,Seattle,27,37
9605,mental health - suicide,10,Ashburn,53,62
9606,mental health - suicide,10,Atlanta,64,82
9607,mental health - suicide,10,Boston,3,5
9608,mental health - suicide,10,Charlotte,10,22
9609,mental health - suicide,10,Chicago,29,59
9610,mental health - suicide,10,Cincinnati,13,66
9611,mental health - suicide,10,Dallas,6,36
9612,mental health - suicide,10,Denver,10,42
9613,mental health - suicide,10,Houston,17,16
9614,mental health - suicide,10,Las Vegas,23,94
9615,mental health - suicide,10,Los Angeles,61,39
9616,mental health - suicide,10,Miami,31,48
9617,mental health - suicide,10,New Orleans,20,43
9618,mental health - suicide,10,New York,76,27
9619,mental health - suicide,10,Phoenix,34,9
9620,mental health - suicide,10,San Jose,3,7
9621,mental health - suicide,10,Seattle,1,44
9622,mental health - suicide,10,Ashburn,79,21
9623,mental health - suicide,10,Atlanta,96,17
9624,mental health - suicide,10,Boston,41,30
9625,mental health - suicide,10,Charlotte,6,33
9626,mental health - suicide,10,Chicago,0,7
9627,mental health - suicide,10,Cincinnati,6,74
9628,mental health - suicide,10,Dallas,84,75
9629,mental health - suicide,10,Denver,26,44
9630,mental health - suicide,10,Houston,23,91
9631,mental health - suicide,10,Las Vegas,27,89
9632,mental health - suicide,10,Los Angeles,17,35
9633,mental health - suicide,10,Miami,2,87
9634,mental health - suicide,10,New Orleans,44,56
9635,mental health - suicide,10,New York,92,50
9636,mental health - suicide,10,Phoenix,31,28
9637,mental health - suicide,10,San Jose,26,23
9638,mental health - suicide,10,Seattle,15,60
9639,mental health - suicide,10,Ashburn,53,35
9640,mental health - suicide,10,Atlanta,74,52
9641,mental health - suicide,10,Boston,32,45
9642,mental health - suicide,10,Charlotte,10,33
9643,mental health - suicide,10,Chicago,6,28
9644,mental health - suicide,10,Cincinnati,6,52
9645,mental health - suicide,10,Dallas,61,97
9646,mental health - suicide,10,Denver,20,93
9647,mental health - suicide,10,Houston,46,60
9648,mental health - suicide,10,Las Vegas,0,46
9649,mental health - suicide,10,Los Angeles,49,21
9650,mental health - suicide,10,Miami,19,9
9651,mental health - suicide,10,New Orleans,46,47
9652,mental health - suicide,10,New York,33,59
9653,mental health - suicide,10,Phoenix,30,48
9654,mental health - suicide,10,San Jose,36,60
9655,mental health - suicide,10,Seattle,25,95
9656,mental health - suicide,10,Ashburn,92,4
9657,mental health - suicide,10,Atlanta,65,50
